"","Mu","Sigma"
"1520733600",0.00214516294563905,0.0173564943220101
"1520737200",0.0014574841148755,0.0158380372605735
"1520740800",3.72207043100644e-05,0.0159105875837492
"1520744400",0.00120444220809152,0.0162249717586686
"1520748000",0.000631685241931475,0.0149815452832444
"1520751600",-0.0011655666964469,0.016015954113311
"1520755200",-0.000128673301912205,0.0147488986696635
"1520758800",0.000424476338840946,0.0142461412668513
"1520762400",0.00018607799082647,0.0134657828394176
"1520766000",0.00206615585584166,0.0157955482255426
"1520769600",0.000459535680865029,0.0144987976499852
"1520773200",-0.0039830628692342,0.019335877243347
"1520776800",-0.0026162929720575,0.0166538069384423
"1520780400",-0.00149747010358475,0.0167537473414608
"1520784000",-0.000313275897842865,0.0155699729253929
"1520787600",0.000679629800963708,0.0155995229307885
"1520791200",-0.000257929389523174,0.0151603336637953
"1520794800",-0.00372388460836491,0.0186916488723022
"1520798400",-0.00223963671941642,0.016364223579685
"1520802000",0.000443210159816624,0.0177532490435363
"1520805600",-0.000664095277769819,0.0170047338407852
"1520809200",-2.69864634764856e-06,0.016111806490346
"1520812800",0.00135654589831861,0.0168767410539746
"1520816400",0.000219467031284525,0.0159040086620306
"1520820000",-0.000122051985473775,0.0152675205812999
"1520823600",0.00118138599308297,0.0159019978746994
"1520827200",0.000186369991490896,0.0150332269612345
"1520830800",0.00175912078716669,0.0167070792000188
"1520834400",0.000161654164939212,0.0157424239605158
"1520838000",0.000222152236443897,0.0147859441711176
"1520841600",-0.00025578282095698,0.0145286152843848
"1520845200",-7.04842574776858e-05,0.0135345732170904
"1520848800",0.000543770605915678,0.0133086634364661
"1520852400",-0.00187969651796839,0.0151000995091593
"1520856000",-0.000838001216082313,0.0132435196533619
"1520859600",4.49673262173009e-05,0.0129775279221659
"1520863200",0.000645911460874477,0.0126455503663112
"1520866800",0.000609361205184397,0.0118409880458868
"1520870400",0.00485426027223185,0.0208604940545
"1520874000",0.00500478015614623,0.0186971876427627
"1520877600",0.00143325131568789,0.019009996178801
"1520881200",0.00132722848934575,0.0181853724762288
"1520884800",0.00100660090141991,0.0170527348277608
"1520888400",0.00315478906160317,0.0204525070485938
"1520892000",0.00153390425871141,0.0177573482605989
